month,industry_large,industry_mid,region_sido,region_sigungu,corp_grade,export_amt,import_amt,company_id,net_exposure
,도매 및 소매업,소매업; 자동차 제외,대구광역시,중구,최우수,0.0,0.05,co_68b4a9fd10,-0.05
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,0.0,0.07,co_0b1167ad29,-0.07
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,최우수,0.0,0.03,co_e7d3da7009,-0.03
,도매 및 소매업,자동차 및 부품 판매업,경기도,안산시 단원구,최우수,0.0,0.1,co_377c192bc7,-0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,우수,0.18,0.04,co_735462ad23,0.13999999999999999
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,일반,0.0,0.03,co_3c2f19321e,-0.03
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.0,0.08,co_457a3518a6,-0.08
,도매 및 소매업,도매 및 상품 중개업,경상남도,김해시,최우수,1.5,0.98,co_062bf93e52,0.52
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,중구,우수,0.0,0.01,co_9306d28518,-0.01
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.0,0.21,co_457a3518a6,-0.21
,도매 및 소매업,소매업; 자동차 제외,부산광역시,기장군,우수,0.0,0.11,co_890ae62caa,-0.11
,도매 및 소매업,소매업; 자동차 제외,경상남도,김해시,우수,0.0,0.13,co_844771c452,-0.13
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,최우수,0.0,0.08,co_e7d3da7009,-0.08
,도매 및 소매업,도매 및 상품 중개업,경상남도,함안군,일반,0.0,0.06,co_6ca863f050,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.04,co_76b959d62c,-0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.21,co_b3a9fc8efb,-0.21
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.16,co_ed5fecc6ef,-0.16
,도매 및 소매업,도매 및 상품 중개업,서울특별시,종로구,일반,4.7,0.0,co_1c7a825aae,4.7
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.11,co_b3a9fc8efb,-0.11
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.07,co_76b959d62c,-0.07
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,1.2,0.0,co_9dc6718c98,1.2
,도매 및 소매업,소매업; 자동차 제외,서울특별시,금천구,최우수,0.0,0.14,co_604dd1dbb3,-0.14
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.0,0.35,co_a1f0af8811,-0.35
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,우수,0.0,0.17,co_863d5a9d76,-0.17
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,우수,0.0,0.01,co_65e7e24bec,-0.01
,도매 및 소매업,도매 및 상품 중개업,서울특별시,성동구,우수,0.0,0.04,co_12e0164379,-0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.21,co_843d1b6e6a,-0.21
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.0,0.54,co_ed7d71f044,-0.54
,도매 및 소매업,소매업; 자동차 제외,,,최우수,0.0,0.04,co_fbc2b11008,-0.04
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.95,co_7d83c525dd,-0.95
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.19,co_b3a9fc8efb,-0.19
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.09,co_b3a9fc8efb,-0.09
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,최우수,0.04,0.0,co_d81f350ff9,0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,최우수,0.0,0.04,co_99de4c4965,-0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.0,4.3,co_ed7d71f044,-4.3
,도매 및 소매업,도매 및 상품 중개업,경상북도,고령군,최우수,0.0,0.05,co_68fc6208d1,-0.05
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.0,0.28,co_a1f0af8811,-0.28
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.0,0.02,co_9dc6718c98,-0.02
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,달서구,최우수,0.14,0.0,co_d7df245dbb,0.14
,도매 및 소매업,도매 및 상품 중개업,경상북도,영천시,우수,0.02,0.0,co_a0e6f989d1,0.02
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.08,co_57399b598e,-0.08
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.16,co_ed5fecc6ef,-0.16
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,0.0,1.2,co_3462dc423e,-1.2
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,일반,0.0,0.01,co_bde2452075,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.18,co_843d1b6e6a,-0.18
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.0,0.51,co_9dc6718c98,-0.51
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,동구,우수,0.0,0.06,co_fb18a1193c,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,우수,0.0,0.03,co_735462ad23,-0.03
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.69,co_7d83c525dd,-0.69
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.0,0.07,co_7b172a95ce,-0.07
,도매 및 소매업,도매 및 상품 중개업,서울특별시,송파구,최우수,0.42,0.45,co_24bcacd3ca,-0.030000000000000027
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,수성구,우수,0.0,0.01,co_2e558de6a1,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,2.3,1.1,co_0b1167ad29,1.1999999999999997
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.03,co_7d83c525dd,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.0,0.04,co_7b172a95ce,-0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.07,0.0,co_7b172a95ce,0.07
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,최우수,0.1,0.0,co_99de4c4965,0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,최우수,0.0,0.13,co_99de4c4965,-0.13
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,최우수,0.0,0.11,co_d81f350ff9,-0.11
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.28,0.01,co_ed7d71f044,0.27
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,우수,0.0,0.04,co_b0494290e3,-0.04
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사하구,최우수,0.2,0.35,co_b30de6eaf6,-0.14999999999999997
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.09,co_b3a9fc8efb,-0.09
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.17,0.01,co_a1f0af8811,0.16
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,0.0,2.8,co_0b1167ad29,-2.8
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.01,co_843d1b6e6a,-0.01
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.19,co_3b1d1459d9,-0.19
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.41,co_7d83c525dd,-0.41
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.52,co_34438f2887,-0.52
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 남구,최우수,0.0,0.85,co_2a376bcf0f,-0.85
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.1,0.0,co_3b1d1459d9,0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,남구,우수,0.01,0.05,co_2799c5a60c,-0.04
,도매 및 소매업,소매업; 자동차 제외,대구광역시,서구,우수,0.0,0.02,co_02ad762f86,-0.02
,도매 및 소매업,소매업; 자동차 제외,대구광역시,동구,최우수,0.0,0.19,co_333d87cb45,-0.19
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.36,co_b3a9fc8efb,-0.36
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.01,co_57399b598e,-0.01
,도매 및 소매업,도매 및 상품 중개업,부산광역시,남구,최우수,0.79,0.0,co_401010f8dc,0.79
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,군위군,우수,0.0,0.02,co_b541fb615e,-0.02
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,우수,0.0,0.04,co_b8c7ebfbe3,-0.04
,도매 및 소매업,도매 및 상품 중개업,경상남도,김해시,우수,0.0,0.03,co_9a006ba66d,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,우수,0.0,0.03,co_b0494290e3,-0.03
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,0.0,0.42,co_3462dc423e,-0.42
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.01,co_34438f2887,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,우수,0.0,0.04,co_65e7e24bec,-0.04
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.14,0.05,co_7d83c525dd,0.09000000000000001
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.0,0.05,co_7b172a95ce,-0.05
,도매 및 소매업,도매 및 상품 중개업,경상북도,고령군,최우수,0.0,0.05,co_68fc6208d1,-0.05
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.14,co_3b1d1459d9,-0.14
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,우수,0.0,0.15,co_f578f73fa6,-0.15
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,우수,0.0,0.06,co_ae3896610a,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.0,0.03,co_7b172a95ce,-0.03
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,최우수,0.0,0.12,co_e7d3da7009,-0.12
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.03,co_843d1b6e6a,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.01,co_843d1b6e6a,-0.01
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.0,0.06,co_9dc6718c98,-0.06
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 북구,최우수,0.0,0.06,co_2fa4895959,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.25,co_76b959d62c,-0.25
,도매 및 소매업,도매 및 상품 중개업,서울특별시,금천구,최우수,0.0,0.01,co_e64a720663,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.01,co_57399b598e,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.03,co_ed5fecc6ef,-0.03
,도매 및 소매업,도매 및 상품 중개업,부산광역시,해운대구,최우수,0.03,0.0,co_0dcbb5bd6c,0.03
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.04,co_34438f2887,-0.04
,도매 및 소매업,도매 및 상품 중개업,부산광역시,해운대구,최우수,0.0,0.17,co_0dcbb5bd6c,-0.17
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.39,0.0,co_457a3518a6,0.39
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 남구,최우수,0.0,0.24,co_2a376bcf0f,-0.24
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,우수,0.0,0.11,co_4948054e8f,-0.11
,도매 및 소매업,자동차 및 부품 판매업,부산광역시,강서구,최우수,0.0,0.03,co_f96b1d99cb,-0.03
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,0.0,0.09,co_3462dc423e,-0.09
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,우수,0.05,0.0,co_37b55dcc65,0.05
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.55,co_ed5fecc6ef,-0.55
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,최우수,0.15,0.0,co_d81f350ff9,0.15
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.18,0.0,co_9dc6718c98,0.18
,도매 및 소매업,소매업; 자동차 제외,경상북도,칠곡군,최우수,0.0,0.09,co_641a232a13,-0.09
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,우수,0.0,0.14,co_735462ad23,-0.14
,도매 및 소매업,소매업; 자동차 제외,대구광역시,수성구,우수,0.0,0.1,co_bad78fc06d,-0.1
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,우수,0.0,0.01,co_9381b17b23,-0.01
,도매 및 소매업,소매업; 자동차 제외,대구광역시,수성구,최우수,0.25,0.0,co_640e7a03d4,0.25
,도매 및 소매업,도매 및 상품 중개업,부산광역시,서구,최우수,0.0,0.14,co_c3a97e9cbb,-0.14
,도매 및 소매업,도매 및 상품 중개업,경기도,김포시,최우수,0.0,0.06,co_2285b3d772,-0.06
,도매 및 소매업,소매업; 자동차 제외,대구광역시,중구,최우수,0.0,0.17,co_68b4a9fd10,-0.17
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,0.0,0.01,co_0b1167ad29,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.03,co_843d1b6e6a,-0.03
,도매 및 소매업,자동차 및 부품 판매업,경기도,안산시 단원구,최우수,0.0,0.16,co_377c192bc7,-0.16
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,우수,0.28,0.05,co_735462ad23,0.23000000000000004
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,우수,0.0,0.06,co_fa74132948,-0.06
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.0,0.04,co_457a3518a6,-0.04
,도매 및 소매업,도매 및 상품 중개업,경상남도,김해시,최우수,0.0,0.55,co_062bf93e52,-0.55
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,중구,우수,0.0,0.01,co_9306d28518,-0.01
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.0,0.1,co_457a3518a6,-0.1
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.38,co_3b1d1459d9,-0.38
,도매 및 소매업,소매업; 자동차 제외,부산광역시,기장군,최우수,0.0,0.09,co_2d5e533649,-0.09
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,우수,0.0,0.29,co_fa74132948,-0.29
,도매 및 소매업,자동차 및 부품 판매업,경상북도,포항시 남구,우수,0.0,0.04,co_28874a6b37,-0.04
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,최우수,0.0,0.01,co_e7d3da7009,-0.01
,도매 및 소매업,도매 및 상품 중개업,경상남도,함안군,일반,0.0,0.07,co_6ca863f050,-0.07
,도매 및 소매업,소매업; 자동차 제외,대구광역시,동구,일반,0.0,0.11,co_b0d92a42bd,-0.11
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.46,co_b3a9fc8efb,-0.46
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.05,co_ed5fecc6ef,-0.05
,도매 및 소매업,도매 및 상품 중개업,서울특별시,종로구,일반,10.0,0.0,co_1c7a825aae,10.0
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,8.6,0.0,co_3462dc423e,8.6
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.28,co_b3a9fc8efb,-0.28
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.3,co_76b959d62c,-0.3
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,1.8,0.01,co_9dc6718c98,1.79
,도매 및 소매업,도매 및 상품 중개업,대구광역시,남구,최우수,0.0,0.17,co_5e7b53b7ea,-0.17
,도매 및 소매업,소매업; 자동차 제외,서울특별시,금천구,최우수,0.0,3.4,co_604dd1dbb3,-3.4
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 남구,우수,0.16,0.0,co_d522db0fe5,0.16
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.0,0.35,co_a1f0af8811,-0.35
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,1.2,0.13,co_ed7d71f044,1.0699999999999998
,도매 및 소매업,도매 및 상품 중개업,서울특별시,서초구,최우수,0.0,0.06,co_8461f887c0,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,우수,0.0,0.13,co_863d5a9d76,-0.13
,도매 및 소매업,도매 및 상품 중개업,서울특별시,성동구,우수,0.0,0.1,co_12e0164379,-0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.4,co_843d1b6e6a,-0.4
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.0,0.48,co_ed7d71f044,-0.48
,도매 및 소매업,소매업; 자동차 제외,,,최우수,0.0,0.08,co_fbc2b11008,-0.08
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,1.8,co_7d83c525dd,-1.8
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.26,co_b3a9fc8efb,-0.26
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.0,0.17,co_ed7d71f044,-0.17
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.0,0.1,co_a1f0af8811,-0.1
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.0,0.14,co_9dc6718c98,-0.14
,도매 및 소매업,도매 및 상품 중개업,,,우수,0.0,0.05,co_37a88e0573,-0.05
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,달서구,최우수,0.02,0.0,co_d7df245dbb,0.02
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,일반,0.0,0.03,co_e3eb82d8ab,-0.03
,도매 및 소매업,도매 및 상품 중개업,,,우수,0.0,0.01,co_37a88e0573,-0.01
,도매 및 소매업,도매 및 상품 중개업,경상북도,영천시,우수,0.02,0.0,co_a0e6f989d1,0.02
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.2,co_57399b598e,-0.2
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,최우수,0.0,0.12,co_ed5fecc6ef,-0.12
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,0.0,1.3,co_3462dc423e,-1.3
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.06,co_843d1b6e6a,-0.06
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,최우수,0.0,0.23,co_9dc6718c98,-0.23
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.07,0.0,co_7d83c525dd,0.07
,도매 및 소매업,자동차 및 부품 판매업,서울특별시,서초구,최우수,0.0,0.11,co_fe0bb170b2,-0.11
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,동구,우수,0.0,0.05,co_fb18a1193c,-0.05
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,우수,0.0,0.22,co_735462ad23,-0.22
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.58,co_7d83c525dd,-0.58
,도매 및 소매업,도매 및 상품 중개업,서울특별시,송파구,최우수,0.77,0.87,co_24bcacd3ca,-0.09999999999999998
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,우수,0.0,0.03,co_079c3d6987,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.03,co_76b959d62c,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,우수,0.0,0.03,co_079c3d6987,-0.03
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,2.3,2.3,co_0b1167ad29,0.0
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,우수,0.0,0.02,co_079c3d6987,-0.02
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.43,co_3b1d1459d9,-0.43
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.09,0.0,co_7b172a95ce,0.09
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,최우수,0.1,0.0,co_99de4c4965,0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.23,co_57399b598e,-0.23
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달성군,최우수,0.0,0.17,co_99de4c4965,-0.17
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,우수,0.0,0.09,co_9381b17b23,-0.09
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,최우수,0.0,0.89,co_ed7d71f044,-0.89
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,일반,0.0,4.3,co_6cbd15198f,-4.3
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,최우수,0.0,0.24,co_d81f350ff9,-0.24
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,우수,0.0,0.06,co_b0494290e3,-0.06
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사하구,최우수,0.0,0.14,co_b30de6eaf6,-0.14
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사하구,최우수,0.26,0.16,co_b30de6eaf6,0.1
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.1,co_b3a9fc8efb,-0.1
,도매 및 소매업,도매 및 상품 중개업,,,최우수,0.1,0.01,co_a1f0af8811,0.09000000000000001
,도매 및 소매업,도매 및 상품 중개업,대구광역시,수성구,최우수,0.0,1.8,co_0b1167ad29,-1.8
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.1,co_843d1b6e6a,-0.1
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.3,co_3b1d1459d9,-0.3
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.13,co_34438f2887,-0.13
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,최우수,0.0,0.1,co_7d83c525dd,-0.1
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.21,co_34438f2887,-0.21
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 남구,최우수,0.0,0.14,co_2a376bcf0f,-0.14
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.31,0.0,co_3b1d1459d9,0.31
,도매 및 소매업,도매 및 상품 중개업,대구광역시,남구,우수,0.0,0.05,co_2799c5a60c,-0.05
,도매 및 소매업,소매업; 자동차 제외,대구광역시,서구,우수,0.0,0.03,co_02ad762f86,-0.03
,도매 및 소매업,소매업; 자동차 제외,대구광역시,동구,최우수,0.0,0.11,co_333d87cb45,-0.11
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.16,co_843d1b6e6a,-0.16
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,우수,0.0,0.01,co_b8c7ebfbe3,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,최우수,0.0,0.54,co_b3a9fc8efb,-0.54
,도매 및 소매업,도매 및 상품 중개업,대구광역시,달서구,우수,0.0,0.02,co_57399b598e,-0.02
,도매 및 소매업,도매 및 상품 중개업,부산광역시,남구,최우수,1.7,0.4,co_401010f8dc,1.2999999999999998
,도매 및 소매업,자동차 및 부품 판매업,대구광역시,군위군,우수,0.0,0.02,co_b541fb615e,-0.02
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 북구,최우수,0.0,0.01,co_2fa4895959,-0.01
,도매 및 소매업,도매 및 상품 중개업,경상북도,칠곡군,우수,0.0,0.07,co_b8c7ebfbe3,-0.07
,도매 및 소매업,도매 및 상품 중개업,경상남도,김해시,우수,0.0,0.15,co_9a006ba66d,-0.15
,도매 및 소매업,도매 및 상품 중개업,경상남도,김해시,우수,0.0,0.04,co_9a006ba66d,-0.04
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,우수,0.0,0.07,co_b0494290e3,-0.07
,도매 및 소매업,도매 및 상품 중개업,서울특별시,강남구,최우수,0.0,0.53,co_3462dc423e,-0.53
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,일반,0.0,0.1,co_5fe6a5204e,-0.1
,도매 및 소매업,소매업; 자동차 제외,대구광역시,수성구,최우수,0.0,0.35,co_640e7a03d4,-0.35
,도매 및 소매업,도매 및 상품 중개업,부산광역시,강서구,최우수,0.0,0.02,co_34438f2887,-0.02
,도매 및 소매업,도매 및 상품 중개업,대구광역시,중구,우수,0.0,0.01,co_65e7e24bec,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,최우수,0.0,0.09,co_7b172a95ce,-0.09
,도매 및 소매업,도매 및 상품 중개업,울산광역시,북구,최우수,0.17,0.0,co_30d30600e1,0.17
,도매 및 소매업,도매 및 상품 중개업,경상북도,고령군,최우수,0.0,0.06,co_68fc6208d1,-0.06
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,일반,0.0,0.01,co_e3eb82d8ab,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,동구,우수,0.0,0.11,co_079c3d6987,-0.11
,도매 및 소매업,소매업; 자동차 제외,대구광역시,달서구,최우수,0.0,0.07,co_e7d3da7009,-0.07
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,일반,0.0,0.01,co_c7342c4193,-0.01
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.08,co_843d1b6e6a,-0.08
,도매 및 소매업,도매 및 상품 중개업,대구광역시,북구,최우수,0.0,0.01,co_843d1b6e6a,-0.01
,도매 및 소매업,도매 및 상품 중개업,경상북도,경산시,우수,0.0,0.11,co_9381b17b23,-0.11
,도매 및 소매업,도매 및 상품 중개업,대구광역시,서구,우수,0.0,0.05,co_76b959d62c,-0.05
,도매 및 소매업,도매 및 상품 중개업,서울특별시,금천구,최우수,0.0,0.05,co_e64a720663,-0.05
,도매 및 소매업,소매업; 자동차 제외,인천광역시,남동구,최우수,0.06,0.0,co_7dd7d33493,0.06
,도매 및 소매업,도매 및 상품 중개업,부산광역시,사상구,최우수,0.0,0.23,co_3b1d1459d9,-0.23
,도매 및 소매업,도매 및 상품 중개업,경상북도,구미시,일반,0.03,0.0,co_ae7db156fc,0.03
,도매 및 소매업,도매 및 상품 중개업,부산광역시,해운대구,우수,0.61,0.0,co_7511d610e4,0.61
,도매 및 소매업,도매 및 상품 중개업,부산광역시,해운대구,최우수,0.0,0.17,co_0dcbb5bd6c,-0.17
,도매 및 소매업,도매 및 상품 중개업,인천광역시,서구,최우수,0.31,0.0,co_457a3518a6,0.31
,도매 및 소매업,도매 및 상품 중개업,경상북도,포항시 남구,최우수,0.0,0.22,co_2a376bcf0f,-0.22
