period,DoR,R2,judgement,alpha,beta,r2,stderr_beta,t_beta,p_beta,n
M,0.9978689987815869,0.9999937238736571,Effective,-2.2370395909732856,1.0002425978642406,0.9999937238736571,0.00042974723319735565,2327.5137583140477,4.940461603247448e-90,36
