company_id,trades,pnl_sum,pnl_mean,pnl_std
408,9,-2524.4895654964407,-280.49884061071566,389.94125259438215
409,5,-6103.170245430799,-1220.6340490861598,1491.5621066950293
410,3,243.5845304544813,81.1948434848271,166.31590474947004
411,2,4.623100969823884,2.311550484911942,34.47823843707161
415,2,-874.1519444661068,-437.0759722330534,838.3111438698982
416,34,1987.132735249505,58.44508044851485,496.26615555491867
417,3,-5480.142023335548,-1826.7140077785161,4036.436651328024
419,6,-6918.989466449965,-1153.1649110749943,1648.8206479980206
420,8,-5089.343065757567,-636.1678832196959,872.0560709964236
421,3,107.69160502863255,35.89720167621085,210.6322985868966
422,16,-3277.4273370362507,-204.83920856476567,307.6299549544065
423,33,-319.1662841815009,-9.671705581257603,31.33715458305109
424,1,-22.068245717308066,-22.068245717308066,
425,22,-1223.6939936036154,-55.62245425470979,528.5281285336371
426,16,262.9980548659138,16.43737842911961,107.58957689227593
427,9,-64249.08601838142,-7138.787335375713,9548.458984876515
429,13,-12039.408942074007,-926.108380159539,2022.5330392944145
430,21,-1805.995974823091,-85.9998083249091,209.269697858382
432,5,-2797.37968818819,-559.475937637638,837.2684769424652
433,28,-1916.448090668836,-68.44457466674415,151.69276519244403
434,9,-779.5110722876675,-86.61234136529639,193.2719498603848
435,1,-1691.8988383269518,-1691.8988383269518,
436,34,-1607.9789556890246,-47.293498696736016,298.12970166110034
437,21,-1943.0092658714204,-92.52425075578192,300.87476477709555
438,18,-2034.014460983653,-113.00080338798072,247.74907137577875
439,32,-11473.18382238423,-358.5369944495072,700.3412369446805
440,19,-629.2501058337042,-33.11842662282654,146.81159017677274
441,9,-248.18789552764798,-27.57643283640533,24.28873943563964
443,5,-5094.828298753067,-1018.9656597506134,1651.0161612460429
444,10,-7844.303389270543,-784.4303389270543,3696.908734994723
445,2,-122.26070137991547,-61.13035068995774,589.7482307909509
446,1,-66.2047371519242,-66.2047371519242,
447,5,-13540.239658078508,-2708.0479316157016,4238.777550485896
450,9,-1295.437536510925,-143.93750405676943,292.0865377307995
451,14,-1332.316006626556,-95.16542904475399,547.1666870246326
452,4,-367.1057905564756,-91.7764476391189,130.00988525617876
453,1,-478.14532387500816,-478.14532387500816,
454,8,-7572.71571151221,-946.5894639390262,1452.1288204191435
455,21,-1750.5012337380278,-83.35720160657276,139.05663185486588
456,32,-42227.32186627059,-1319.603808320956,3834.7447507873953
457,27,-352213.6592992098,-13044.950344415176,29172.423032991344
458,30,-26912.165453498852,-897.072181783295,2529.1211443796014
459,13,-198.28153693109994,-15.252425917776918,54.582749768021756
460,30,-1957.2178492846533,-65.24059497615511,308.77791534984306
461,20,-3760.331139617652,-188.0165569808826,937.4963958483667
462,3,-1179.2158450514196,-393.0719483504732,1047.4746370521884
463,2,-1050.0295924911395,-525.0147962455698,817.9775742629203
467,2,-1126.8470220506842,-563.4235110253421,815.674802893378
468,23,-2575.6672105258076,-111.98553089242641,238.20542010403167
469,7,-1125.3506028637291,-160.76437183767558,606.5807102834074
470,3,146.4024515936072,48.800817197869065,360.9237865892893
471,30,2147.909899356565,71.59699664521882,1228.1876667671327
472,10,-1309.146834385333,-130.9146834385333,443.39752047370325
473,21,-2939.868014950704,-139.99371499765257,493.8587687163572
474,16,-2002.9846669420795,-125.18654168387997,197.8950134997143
475,21,-1048.8928103452654,-49.94727668310787,776.5560043930426
476,24,-1826.7344556414746,-76.11393565172811,328.67552687708337
477,31,-319838.3858580955,-10317.367285745016,55136.928734383066
478,22,-4741.037481857949,-215.50170372081587,431.93537327997205
479,4,-5745.793191860111,-1436.4482979650277,1343.544408907267
480,11,-104444.28113167356,-9494.93464833396,21751.275811459498
482,14,-6951.985210886863,-496.57037220620447,1102.6973764723946
485,3,-50029.300370784076,-16676.433456928025,29387.196847951647
486,6,-6893.796001297282,-1148.9660002162136,1518.213864594763
487,34,-32781.58155369691,-964.1641633440267,4778.054262447671
488,1,-21185.515888615744,-21185.515888615744,
489,5,-56345.54245236887,-11269.108490473775,9795.234982925358
490,13,-2126.433331925302,-163.57179476348477,265.0330277814716
491,3,-25.7832760820462,-8.594425360682067,316.77958814056694
493,5,-54162.34172396663,-10832.468344793326,12878.644754827614
494,2,-1171.9562653588323,-585.9781326794161,1668.038768806632
495,25,-27432.122140562384,-1097.2848856224953,3377.097433878012
496,6,26.527181242525963,4.421196873754327,89.24275975102248
497,3,-359.16095542015614,-119.72031847338538,250.8179178645051
498,26,-1148.0775358220144,-44.156828300846705,111.52364440151344
499,7,-49790.28406525308,-7112.8977236075825,10285.680011207458
500,4,-322.50533913863694,-80.62633478465924,140.88835154157115
501,11,-9216.61896159217,-837.8744510538337,1608.726048541458
502,31,-1598.9052894255237,-51.577589981468506,822.4544302170345
503,18,-338.1624766514552,-18.78680425841418,90.5582884326315
504,31,-52999.31113341922,-1709.655197852233,7133.206519503656
505,30,-343695.9835858465,-11456.532786194883,39740.13909932646
